sample_accession	run_accession	setup
SRS3493363	SRR7461346	paired
SRS3729711	SRR7773397	single
SRS3729712	SRR7773398	single
SRS3729713	SRR7773399	single
SRS3729714	SRR7773400	single
SRS3729715	SRR7773401	single
SRS3729716	SRR7773402	single
SRS3729717	SRR7773403	single
SRS3729718	SRR7773404	single
SRS3729719	SRR7773405	single
SRS3729720	SRR7773406	single
SRS3729721	SRR7773407	single
SRS3729722	SRR7773408	single
SRS3729723	SRR7773409	single
SRS3729724	SRR7773410	single
SRS3729725	SRR7773411	single
SRS3729726	SRR7773412	single
SRS3729727	SRR7773413	single
SRS3729728	SRR7773414	single
SRS3729729	SRR7773415	single
SRS3729730	SRR7773416	single
SRS3729731	SRR7773417	single
SRS3729732	SRR7773418	single
SRS3729733	SRR7773419	single
SRS3729734	SRR7773420	single
SRS3729735	SRR7773421	single
SRS3729736	SRR7773422	single
SRS3729737	SRR7773423	single
SRS3729738	SRR7773424	single
SRS3729739	SRR7773425	single
SRS3729740	SRR7773426	single
SRS3729741	SRR7773427	single
ERS1625861	ERR1895591	paired
ERS1625861	ERR1895592	paired
ERS1625862	ERR1895593	paired
ERS1625862	ERR1895594	paired
ERS1625863	ERR1895595	paired
ERS1625863	ERR1895596	paired
SRS302236	SRR447137	single
SRS302237	SRR447138	single
SRS402526	SRR786439	single
SRS311709	SRR493011	single
SRS311711	SRR493013	single
SRS311713	SRR493015	single
SRS311714	SRR493016	single
SRS311715	SRR493017	single
SRS523798	SRR1067930	paired
SRS523802	SRR1067934	paired
SRS523804	SRR1067937	paired
SRS523807	SRR1067940	paired
SRS523811	SRR1067943	paired
SRS523813	SRR1067946	paired
SRS523818	SRR1067951	paired
SRS523835	SRR1067973	paired
SRS523840	SRR1067977	paired
SRS523847	SRR1067983	paired
SRS523849	SRR1067985	paired
SRS523853	SRR1067987	paired
SRS523856	SRR1067989	paired
SRS523860	SRR1067993	paired
SRS523900	SRR1067999	paired
SRS523902	SRR1068136	paired
SRS687009	SRR1554582	single
SRS687010	SRR1554583	single
SRS687011	SRR1554584	single
SRS873539	SRR1783834	paired
SRS873539	SRR1783835	paired
SRS873540	SRR1783836	paired
SRS873540	SRR1783837	paired
SRS873541	SRR1783838	paired
SRS873541	SRR1783839	paired
SRS1054269	SRR2142347	single
SRS1054266	SRR2166265	single
SRS1054268	SRR2166367	single
SRS1054267	SRR2166368	single
SRS1509092	SRR3677548	paired
SRS1509092	SRR3677549	paired
SRS1509093	SRR3677550	paired
SRS1509093	SRR3677551	paired
SRS1509094	SRR3677552	paired
SRS1509094	SRR3677553	paired
SRS1146040	SRR2895372	single
SRS1146043	SRR2895378	single
SRS1146045	SRR2895380	single
SRS1146046	SRR2895381	single
SRS1706078	SRR4280471	paired
SRS1749418	SRR4427914	paired
SRS1749419	SRR4427915	paired
SRS1749420	SRR4427916	paired
SRS1773864	SRR4787042	paired
SRS1837416	SRR5077525	single
SRS1837418	SRR5077527	single
SRS1837420	SRR5077529	single
SRS1955481	SRR5225762	paired
SRS1955482	SRR5225764	paired
SRS1955485	SRR5225766	paired
SRS1955486	SRR5225768	paired
SRS1955489	SRR5225770	paired
SRS1955490	SRR5225772	paired
SRS1955492	SRR5225774	paired
SRS1955494	SRR5225776	paired
SRS1955496	SRR5225778	paired
SRS1955498	SRR5225780	paired
SRS1955500	SRR5225782	paired
SRS1955502	SRR5225784	paired
SRS1955504	SRR5225786	paired
SRS1955506	SRR5225788	paired
SRS1955508	SRR5225790	paired
SRS1955510	SRR5225792	paired
SRS2165871	SRR5508027	single
SRS2165873	SRR5508029	single
SRS2240217	SRR5629579	paired
SRS2240217	SRR5629580	paired
SRS2240225	SRR5629595	paired
SRS2240225	SRR5629596	paired
SRS2240232	SRR5629609	paired
SRS2240232	SRR5629610	paired
SRS2240233	SRR5629611	paired
SRS2240233	SRR5629612	paired
SRS2305609	SRR5740337	paired
SRS2305607	SRR5740338	paired
SRS2338621	SRR5807527	paired
SRS2338621	SRR5807528	paired
SRS2338621	SRR5807529	paired
SRS2338621	SRR5807530	paired
SRS2338623	SRR5807531	paired
SRS2338623	SRR5807532	paired
SRS2338623	SRR5807533	paired
SRS2338623	SRR5807534	paired
SRS2338622	SRR5807535	paired
SRS2338622	SRR5807536	paired
SRS2338622	SRR5807537	paired
SRS2338622	SRR5807538	paired
SRS2445740	SRR5952186	single
SRS2445741	SRR5952187	single
SRS2445742	SRR5952188	single
SRS2445743	SRR5952189	single
SRS2445744	SRR5952190	single
SRS2445745	SRR5952191	single
SRS2445746	SRR5952192	single
SRS2445747	SRR5952193	single
SRS2445748	SRR5952194	single
SRS2445749	SRR5952195	single
SRS2445750	SRR5952196	single
SRS2445751	SRR5952197	single
SRS2445752	SRR5952198	single
SRS2445753	SRR5952199	single
SRS2445754	SRR5952200	single
SRS2445755	SRR5952201	single
SRS2445760	SRR5952206	single
SRS3630134	SRR7647833	single
SRS3630135	SRR7647834	single
SRS649581	GTEX.113JC.0726.SM.5GZZR.1	paired
SRS649726	GTEX.1192X.1526.SM.5H11I.1	paired
SRS638248	GTEX.11GSO.2326.SM.5A5LX.1	paired
SRS645927	GTEX.11PRG.0626.SM.5BC56.1	paired
SRS649749	GTEX.11ZTS.1326.SM.5EQMA.1	paired
SRS629473	GTEX.11ZVC.2626.SM.5FQTA.1	paired
SRS630582	GTEX.1269C.2726.SM.5EGJ4.1	paired
SRS650084	GTEX.12KS4.1526.SM.5EQ6E.1	paired
SRS638013	GTEX.12WSC.1726.SM.5GCN3.1	paired
SRS637031	GTEX.12WSG.0426.SM.5FQSE.1	paired
SRS645892	GTEX.12WSK.1026.SM.5CVNR.1	paired
SRS634780	GTEX.13112.2726.SM.5DUW5.1	paired
SRS649601	GTEX.131XF.2226.SM.5EQKG.1	paired
SRS645982	GTEX.132AR.0226.SM.5IJBE.1	paired
SRS627954	GTEX.139TU.1426.SM.5LZY9.1	paired
SRS629954	GTEX.13CF3.1126.SM.5LZXB.1	paired
SRS649776	GTEX.13FHO.2026.SM.5J1OA.1	paired
SRS637725	GTEX.13G51.0526.SM.5IJCQ.1	paired
SRS638410	GTEX.13IVO.0226.SM.5LZXU.1	paired
SRS639246	GTEX.13IVO.2426.SM.5K7V9.1	paired
SRS625385	GTEX.13N2G.2726.SM.5J1MG.1	paired
SRS649597	GTEX.13NZ8.0926.SM.5MR3U.1	paired
SRS638080	GTEX.13NZB.2426.SM.5K7UF.1	paired
SRS625452	GTEX.13O3P.0226.SM.5KM3Z.1	paired
SRS644697	GTEX.13OVG.1326.SM.5K7Y3.1	paired
SRS644104	GTEX.13OVJ.0326.SM.5L3GL.1	paired
SRS645971	GTEX.13OW8.1226.SM.5K7XD.1	paired
SRS644747	GTEX.145LS.0226.SM.5O9A5.1	paired
SRS635300	GTEX.145ME.0726.SM.5O9A3.1	paired
SRS627747	GTEX.148VI.1726.SM.5S2W9.1	paired
SRS629416	GTEX.14AS3.0426.SM.5QGQK.1	paired
SRS408811	GTEX.OXRP.0226.SM.3NB14.1	paired
SRS374724	GTEX.PWN1.0226.SM.2S1OZ.1	paired
SRS332999	GTEX.QDVN.2126.SM.2I3FR.1	paired
SRS374744	GTEX.QLQ7.1526.SM.2S1QA.1	paired
SRS374914	GTEX.R55G.2426.SM.2TC5I.1	paired
SRS374785	GTEX.REY6.0326.SM.2TF5A.1	paired
SRS374741	GTEX.RTLS.0226.SM.2TF5E.1	paired
SRS524256	GTEX.RU72.1026.SM.46MUG.1	paired
SRS524836	GTEX.TKQ1.1126.SM.4GIAZ.1	paired
SRS408257	GTEX.WL46.2026.SM.3LK7U.1	paired
SRS408342	GTEX.WRHK.0826.SM.3MJFG.1	paired
SRS629229	GTEX.WYVS.0626.SM.4SOJY.1	paired
SRS649543	GTEX.X4EO.0426.SM.4QASA.1	paired
SRS524861	GTEX.XGQ4.1026.SM.4AT4L.1	paired
SRS526593	GTEX.XLM4.1026.SM.4AT51.1	paired
SRS526026	GTEX.XMK1.2226.SM.4B673.1	paired
SRS524233	GTEX.XUZC.1126.SM.4BOPZ.1	paired
SRS524701	GTEX.XUZC.1826.SM.4BRVO.1	paired
SRS525170	GTEX.XV7Q.1726.SM.4BRUU.1	paired
SRS644595	GTEX.Y5LM.0826.SM.4VDSW.1	paired
SRS648926	GTEX.YEC3.0926.SM.5Q5AC.1	paired
SRS649547	GTEX.YJ89.1926.SM.5IFJ6.1	paired
SRS627186	GTEX.ZC5H.1626.SM.5HL7L.1	paired
SRS637902	GTEX.ZDTS.0226.SM.5HL7Q.1	paired
SRS629662	GTEX.ZDXO.2326.SM.5LU9W.1	paired
SRS630049	GTEX.ZLWG.0726.SM.5S2NG.1	paired
SRS648244	GTEX.ZPCL.1026.SM.5GCOX.1	paired
SRS627765	GTEX.ZTPG.0226.SM.5O99I.1	paired
SRS639435	GTEX.ZZ64.0626.SM.5GZWR.1	paired
SRS624008	GTEX.111CU.0126.SM.5GZWZ.1	paired
SRS623878	GTEX.111YS.0126.SM.5987T.1	paired
SRS623942	GTEX.11EQ9.0126.SM.5986I.1	paired
SRS648898	GTEX.11XUK.0126.SM.5CVLK.1	paired
SRS636687	GTEX.1211K.0126.SM.59HJE.1	paired
SRS649780	GTEX.12WSD.2126.SM.5LZWK.1	paired
SRS629477	GTEX.12WSG.0726.SM.5EGIG.1	paired
SRS629800	GTEX.13111.0326.SM.5DUXF.1	paired
SRS645737	GTEX.131XF.0126.SM.5DUVF.1	paired
SRS650074	GTEX.145MN.0226.SM.5QGPY.1	paired
SRS643984	GTEX.146FR.1526.SM.5SIB8.1	paired
SRS625537	GTEX.147F4.2526.SM.5NQBB.1	paired
SRS639349	GTEX.14BMU.0126.SM.5S2Q9.1	paired
SRS625618	GTEX.14H4A.0226.SM.5SI6Q.1	paired
SRS408455	GTEX.O5YV.1126.SM.3LK73.1	paired
SRS526179	GTEX.Q734.0126.SM.48U1E.1	paired
SRS524287	GTEX.QDVN.0426.SM.48TZ6.1	paired
SRS524857	GTEX.S341.0126.SM.4AD64.1	paired
SRS534952	GTEX.S4Z8.0126.SM.4GICC.1	paired
SRS525085	GTEX.SUCS.0526.SM.4DM56.1	paired
SRS525325	GTEX.U3ZM.0226.SM.4DXTA.1	paired
SRS525186	GTEX.VUSG.1526.SM.4KKZH.1	paired
SRS644642	GTEX.WY7C.0326.SM.4OND5.1	paired
SRS626613	GTEX.Y114.0526.SM.4TT8V.1	paired
SRS639453	GTEX.Y3IK.0226.SM.51MRJ.1	paired
SRS638246	GTEX.Y5V5.1326.SM.4V6G9.1	paired
SRS634775	GTEX.YFCO.0126.SM.4W1YT.1	paired
SRS627184	GTEX.ZF2S.0126.SM.4WKFO.1	paired
SRS649535	GTEX.ZT9X.0126.SM.4YCFC.1	paired
SRS627143	GTEX.ZVT2.0826.SM.5GIEO.1	paired
SRS526083	GTEX.S32W.1126.SM.4AD5V.1	paired
SRS526556	GTEX.S3XE.1226.SM.4AD4L.1	paired
SRS525380	GTEX.S4UY.0926.SM.4AD6O.1	paired
SRS525305	GTEX.SE5C.1026.SM.4BRUG.1	paired
SRS524923	GTEX.SNMC.0826.SM.4DM66.1	paired
SRS524959	GTEX.TMMY.1526.SM.4DXST.1	paired
SRS524326	GTEX.U3ZM.0826.SM.4DXU6.1	paired
SRS534674	GTEX.U3ZN.1226.SM.4DXUD.1	paired
SRS524681	GTEX.U4B1.1226.SM.4DXT7.1	paired
SRS637707	GTEX.111YS.0006.SM.5NQBE.1	paired
SRS624043	GTEX.11DXW.0006.SM.5NQ7Y.1	paired
SRS637269	GTEX.11EM3.0001.SM.5Q5BD.1	paired
SRS648441	GTEX.11EM3.0005.SM.5N9DK.1	paired
SRS648894	GTEX.11EQ9.0002.SM.5QGQ1.1	paired
SRS629430	GTEX.11I78.0001.SM.5Q5BE.1	paired
SRS627187	GTEX.11OC5.0004.SM.5S2O6.1	paired
SRS636354	GTEX.11ZTT.0002.SM.5S2PA.1	paired
SRS628429	GTEX.1211K.0001.SM.5S2P9.1	paired
SRS627882	GTEX.1212Z.0002.SM.5SI6W.1	paired
SRS628796	GTEX.132AR.0006.SM.5NQ7N.1	paired
SRS631405	GTEX.13PLJ.0005.SM.5NQ99.1	paired
SRS333467	GTEX.NL3H.0006.SM.2I3FW.1	paired
SRS333527	GTEX.OXRP.0006.SM.2I3FN.1	paired
SRS333266	GTEX.P4QR.0006.SM.2I5GN.1	paired
SRS389825	GTEX.PLZ6.0006.SM.33HBZ.1	paired
SRS333403	GTEX.POMQ.0006.SM.2I5F4.1	paired
SRS332963	GTEX.PW2O.0006.SM.2I3DV.1	paired
SRS333370	GTEX.Q2AH.0005.SM.2I3FI.1	paired
SRS333631	GTEX.Q2AI.0006.SM.2I3FG.1	paired
SRS374994	GTEX.QCQG.0006.SM.2S1OW.1	paired
SRS333038	GTEX.QEG5.0006.SM.2I5FZ.1	paired
SRS333628	GTEX.QESD.0006.SM.2I5G6.1	single
SRS374718	GTEX.QVJO.0006.SM.2S1RC.1	paired
SRS374901	GTEX.R55F.0005.SM.2TF4W.1	paired
SRS389735	GTEX.RU1J.0003.SM.3K2A8.1	paired
SRS374840	GTEX.RVPU.0005.SM.2TF6L.1	paired
SRS408867	GTEX.RWS6.0001.SM.3NMAL.1	paired
SRS389939	GTEX.S32W.0004.SM.2XCE9.1	paired
SRS389677	GTEX.S32W.0006.SM.2XCAK.1	paired
SRS389359	GTEX.S4Q7.0006.SM.3K2AT.1	paired
SRS389017	GTEX.S7SE.0005.SM.2XCEA.1	paired
SRS389718	GTEX.S7SF.0001.SM.3K2BE.1	paired
SRS408473	GTEX.T6MN.0002.SM.3NMAH.1	paired
SRS524762	GTEX.TSE9.0005.SM.4DXUF.1	paired
SRS408820	GTEX.UPIC.0002.SM.3NMDC.1	paired
SRS408198	GTEX.VUSG.0003.SM.3NMDK.1	paired
SRS648739	GTEX.WXYG.0004.SM.4MVOS.1	paired
SRS648449	GTEX.X4EO.0004.SM.4QARM.1	paired
SRS524335	GTEX.X4XY.0006.SM.46MV2.1	paired
SRS525293	GTEX.X5EB.0004.SM.46MWA.1	paired
SRS524656	GTEX.X638.0005.SM.47JX6.1	paired
SRS525360	GTEX.XBEW.0002.SM.4AT5O.1	paired
SRS1036235	GTEX.XLM4.0004.SM.5S2TF.1	paired
SRS526663	GTEX.XMD3.0006.SM.4AT5X.1	paired
SRS526628	GTEX.XOT4.0005.SM.4B64S.1	paired
SRS528005	GTEX.XUYS.0002.SM.47JXL.1	paired
SRS1037976	GTEX.XXEK.0004.SM.5S2TO.1	paired
SRS526093	GTEX.XYKS.0002.SM.4BRWN.1	paired
SRS649748	GTEX.Y3IK.0005.SM.4WWDE.1	paired
SRS625698	GTEX.Y5V5.0001.SM.4V6FZ.1	paired
SRS639451	GTEX.Y9LG.0001.SM.4VBRQ.1	paired
SRS644170	GTEX.YB5K.0003.SM.4VDSN.1	paired
SRS648339	GTEX.ZP4G.0003.SM.4WWED.1	paired
SRS644690	GTEX.ZPU1.0004.SM.4WWAV.1	paired
SRS644764	GTEX.ZQUD.0003.SM.4YCD3.1	paired
SRS636698	GTEX.ZV7C.0003.SM.4YCF6.1	paired
SRS627356	GTEX.ZVT2.0005.SM.57WBW.1	paired
SRS634554	GTEX.ZVZP.0004.SM.51MS8.1	paired
SRS645958	GTEX.ZXES.0005.SM.57WCB.1	paired
SRS639506	GTEX.11DXY.1126.SM.5987W.1	paired
SRS625436	GTEX.11DYG.1226.SM.5N9DC.1	paired
SRS644141	GTEX.11EM3.0526.SM.5H12N.1	paired
SRS624000	GTEX.11EM3.2226.SM.5H11Y.1	paired
SRS629617	GTEX.11GS4.0326.SM.5N9F7.1	paired
SRS636073	GTEX.11I78.0726.SM.5A5M1.1	paired
SRS639202	GTEX.11I78.1026.SM.5HL74.1	paired
SRS644524	GTEX.11TT1.1526.SM.5EQKU.1	paired
SRS637846	GTEX.11UD2.0826.SM.5EQKS.1	paired
SRS630104	GTEX.11ZTS.1026.SM.5LU8O.1	paired
SRS643851	GTEX.11ZVC.2926.SM.5986H.1	paired
SRS648651	GTEX.1211K.0326.SM.5FQT1.1	paired
SRS626182	GTEX.12696.2726.SM.5FQUL.1	paired
SRS639175	GTEX.12WSK.0726.SM.5LZUV.1	paired
SRS649526	GTEX.131XG.0826.SM.5LZVS.1	paired
SRS648713	GTEX.131XG.2226.SM.5DUXS.1	paired
SRS629464	GTEX.131XW.2226.SM.5PNY1.1	paired
SRS627951	GTEX.133LE.0226.SM.5PNY3.1	paired
SRS638075	GTEX.1399R.0626.SM.5K7UZ.1	paired
SRS629857	GTEX.1399T.2626.SM.5L3E4.1	paired
SRS627163	GTEX.139D8.1226.SM.5L3ED.1	paired
SRS644392	GTEX.139TU.1126.SM.5J1NY.1	paired
SRS648588	GTEX.13D11.2726.SM.5K7V7.1	paired
SRS645834	GTEX.13N11.2926.SM.5K7VD.1	paired
SRS627691	GTEX.13NZ9.0826.SM.5J1NI.1	paired
SRS637847	GTEX.13QIC.1626.SM.5K7TZ.1	paired
SRS648307	GTEX.13S86.0526.SM.5QGPZ.1	paired
SRS645889	GTEX.13VXU.1926.SM.5LU5J.1	paired
SRS629483	GTEX.13W3W.0626.SM.5LU45.1	paired
SRS630107	GTEX.13X6J.1326.SM.5QGOV.1	paired
SRS644515	GTEX.13X6K.1926.SM.5LU4O.1	paired
SRS644454	GTEX.14DAQ.1326.SM.5RQIM.1	paired
SRS408909	GTEX.NPJ7.1326.SM.3MJHO.1	paired
SRS408181	GTEX.O5YV.0426.SM.3LK66.1	paired
SRS408795	GTEX.O5YW.3026.SM.3MJHI.1	paired
SRS408497	GTEX.P4PQ.0426.SM.3NMCI.1	paired
SRS408758	GTEX.P4QS.0426.SM.3NMCQ.1	paired
SRS374964	GTEX.POMQ.2126.SM.2S1OJ.1	paired
SRS526134	GTEX.PSDG.0826.SM.48TCZ.1	paired
SRS524826	GTEX.PSDG.1026.SM.48TCV.1	paired
SRS374790	GTEX.PW2O.1926.SM.2S1OB.1	paired
SRS374714	GTEX.Q2AH.2026.SM.2S1PX.1	paired
SRS374689	GTEX.Q2AI.1726.SM.2S1PZ.1	paired
SRS526595	GTEX.QCQG.1526.SM.48U25.1	paired
SRS374770	GTEX.QCQG.1926.SM.2S1PI.1	paired
SRS626619	GTEX.QLQ7.0326.SM.4R1JV.1	paired
SRS374772	GTEX.QV31.1626.SM.2S1QC.1	paired
SRS526561	GTEX.QVJO.0526.SM.447CE.1	paired
SRS374695	GTEX.QVJO.1726.SM.2S1R3.1	paired
SRS525349	GTEX.R53T.0726.SM.48FCS.1	paired
SRS524662	GTEX.R55G.0426.SM.48FDH.1	paired
SRS374903	GTEX.REY6.0726.SM.2TF4M.1	paired
SRS374823	GTEX.RM2N.1826.SM.2TF5B.1	paired
SRS374709	GTEX.RTLS.0426.SM.2TF5K.1	paired
SRS374694	GTEX.RU1J.1926.SM.2TF6S.1	paired
SRS524554	GTEX.RU72.0226.SM.46MUD.1	paired
SRS526007	GTEX.RUSQ.0426.SM.47JWR.1	paired
SRS375002	GTEX.RVPV.0226.SM.2TF6W.1	paired
SRS524653	GTEX.SE5C.0426.SM.4BRUI.1	paired
SRS389611	GTEX.U8XE.0626.SM.3DB8U.1	paired
SRS525095	GTEX.U8XE.1026.SM.4E3HM.1	paired
SRS525281	GTEX.UPIC.0326.SM.4IHJ9.1	paired
SRS524688	GTEX.V1D1.0326.SM.4JBIY.1	paired
SRS525212	GTEX.VJYA.0226.SM.4KL1Q.1	paired
SRS1035202	GTEX.VUSG.2826.SM.5S2RZ.1	paired
SRS525966	GTEX.WH7G.0626.SM.4LVMO.1	paired
SRS636708	GTEX.WHPG.0726.SM.4M1XX.1	paired
SRS408471	GTEX.WL46.0526.SM.3LK7W.1	paired
SRS526015	GTEX.WRHU.1326.SM.4E3K7.1	paired
SRS408635	GTEX.WYBS.0426.SM.3NM9M.1	paired
SRS645832	GTEX.X261.0526.SM.4PQYS.1	paired
SRS526139	GTEX.XGQ4.0626.SM.4AT56.1	paired
SRS524848	GTEX.XQ8I.1326.SM.4BOPV.1	paired
SRS524221	GTEX.XV7Q.0526.SM.4BRWR.1	paired
SRS650118	GTEX.Y114.2726.SM.4TT9B.1	paired
SRS648413	GTEX.Y5V5.0426.SM.4VBPU.1	paired
SRS626623	GTEX.YEC3.0326.SM.5IFJJ.1	paired
SRS635356	GTEX.YJ8O.0126.SM.5QGRG.1	paired
SRS627821	GTEX.ZAB4.0526.SM.5HL7Z.1	paired
SRS648250	GTEX.ZAJG.1226.SM.5S2MH.1	paired
SRS639437	GTEX.ZAK1.1226.SM.5Q5AA.1	paired
SRS639274	GTEX.ZDTT.0226.SM.4WKHM.1	paired
SRS645727	GTEX.ZDYS.1626.SM.4WKGB.1	paired
SRS629558	GTEX.ZF2S.2426.SM.5DUXV.1	paired
SRS631399	GTEX.ZGAY.0426.SM.4WWAM.1	paired
SRS648489	GTEX.ZPU1.0526.SM.4YCDA.1	paired
SRS627133	GTEX.ZTPG.0726.SM.5DUXP.1	paired
SRS649649	GTEX.ZUA1.0426.SM.5NQAF.1	paired
SRS630006	GTEX.ZVT3.0426.SM.5GIDW.1	paired
SRS648866	GTEX.ZVZP.0126.SM.5NQ6Q.1	paired
SRS336664	K.562.SM.2I5EP.1	paired
SRS410270	K.562.SM.3NMAP.1	paired
SRS536142	K.562.SM.4BONS.1	paired
SRS524541	K.562.SM.4JBIQ.1	paired
SRS639211	K.562.SM.5N9DX.1	paired
SRS644057	GTEX.1128S.2826.SM.5N9DI.1	paired
SRS624019	GTEX.11DZ1.2926.SM.5A5KI.1	paired
SRS648928	GTEX.11EI6.2926.SM.5985U.1	paired
SRS624020	GTEX.11GS4.3126.SM.5A5LH.1	paired
SRS627162	GTEX.11GSO.2926.SM.5HL73.1	paired
SRS639174	GTEX.11GSP.0011.R10a.SM.5NQ7J.1	paired
SRS629760	GTEX.11GSP.0011.R11b.SM.5NQ7V.1	paired
SRS644542	GTEX.11GSP.0011.R5a.SM.57WBE.1	paired
SRS648266	GTEX.11GSP.0011.R9b.SM.5NQ77.1	paired
SRS627441	GTEX.11GSP.3126.SM.5A5LL.1	paired
SRS626838	GTEX.11OF3.2926.SM.5HL78.1	paired
SRS623961	GTEX.11ONC.0011.R9b.SM.5NQ8J.1	paired
SRS631427	GTEX.11TTK.2826.SM.5GU5K.1	paired
SRS648354	GTEX.11TUW.0011.R5b.SM.5BC6Q.1	paired
SRS645856	GTEX.11TUW.3126.SM.5GU4Y.1	paired
SRS644733	GTEX.11UD1.0011.R3a.SM.5BC6S.1	paired
SRS627165	GTEX.11UD1.0011.R5b.SM.5P9FP.1	paired
SRS650187	GTEX.11WQC.0011.R10a.SM.57WCT.1	paired
SRS644385	GTEX.11WQC.0011.R11b.SM.57WD6.1	paired
SRS629937	GTEX.11WQK.0011.R10a.SM.5BC6R.1	paired
SRS637922	GTEX.11ZUS.0011.R9b.SM.5BC76.1	paired
SRS637655	GTEX.11ZVC.0011.R9a.SM.57WC5.1	paired
SRS637912	GTEX.12126.0926.SM.5FQTW.1	paired
SRS627901	GTEX.1269C.0011.R4b.SM.5P9ES.1	paired
SRS650079	GTEX.12WS9.0011.R2a.SM.5CVNE.1	paired
