sample_accession	run_accession	setup
SRS627456	GTEX.12WS9.0011.R3a.SM.5CVNF.1	paired
SRS637623	GTEX.12WS9.0011.R4b.SM.5P9EU.1	paired
SRS634862	GTEX.12WS9.0011.R5b.SM.5P9EV.1	paired
SRS639449	GTEX.12WSC.0011.R5b.SM.5CVNS.1	paired
SRS627188	GTEX.12WSD.0011.R4b.SM.5LZUA.1	paired
SRS643868	GTEX.12WSD.0011.R9a.SM.5GU6W.1	paired
SRS625226	GTEX.12WSF.0011.R2a.SM.5DUVU.1	paired
SRS639292	GTEX.12WSF.0011.R4b.SM.5HL88.1	paired
SRS637293	GTEX.12WSH.0011.R11a.SM.5LZVM.1	paired
SRS649767	GTEX.12WSH.0011.R1a.SM.5GU5V.1	paired
SRS638128	GTEX.12WSM.0011.R11a.SM.5DUX8.1	paired
SRS624039	GTEX.12WSM.0011.R5a.SM.5EQ4Y.1	paired
SRS630563	GTEX.12ZZX.0011.R11a.SM.5DUVJ.1	paired
SRS646051	GTEX.12ZZX.0011.R2a.SM.5EGLG.1	paired
SRS639242	GTEX.12ZZY.0011.R6b.SM.5EGLA.1	paired
SRS627064	GTEX.12ZZZ.0011.R7b.SM.5EGLE.1	paired
SRS629621	GTEX.1313W.0011.R10b.SM.5DUXA.1	paired
SRS639521	GTEX.1313W.0011.R2a.SM.5EGLF.1	paired
SRS639178	GTEX.1313W.0011.R5b.SM.5L3EP.1	paired
SRS625590	GTEX.1313W.0011.R7b.SM.5DUWL.1	paired
SRS644043	GTEX.1313W.3126.SM.5LZUI.1	paired
SRS636368	GTEX.131XH.0011.R10a.SM.5EGLJ.1	paired
SRS648755	GTEX.131XH.0011.R11a.SM.5EGLN.1	paired
SRS645703	GTEX.131XW.0011.R11a.SM.5DUV9.1	paired
SRS648330	GTEX.131XW.0011.R8a.SM.5DUWY.1	paired
SRS624988	GTEX.131XW.3126.SM.5LZUC.1	paired
SRS627700	GTEX.131YS.0011.R10b.SM.5EQ5N.1	paired
SRS645696	GTEX.131YS.0011.R11b.SM.5EGLM.1	paired
SRS650086	GTEX.131YS.0011.R4a.SM.5DUVL.1	paired
SRS625608	GTEX.131YS.0011.R9b.SM.5EQLY.1	paired
SRS649743	GTEX.131YS.3126.SM.5KLYT.1	paired
SRS648311	GTEX.132Q8.0011.R8b.SM.5DUWX.1	paired
SRS639540	GTEX.132Q8.2926.SM.5IFFP.1	paired
SRS629437	GTEX.139T4.0011.R9b.SM.5HL6S.1	paired
SRS637717	GTEX.139T8.0011.R3b.SM.5HL4R.1	paired
SRS648700	GTEX.139TS.0011.R7a.SM.5K7X7.1	paired
SRS644644	GTEX.139TT.0011.R7b.SM.5J2MN.1	paired
SRS625635	GTEX.139UC.0011.R4a.SM.5K7XM.1	paired
SRS648683	GTEX.139UC.0011.R7a.SM.5IJCV.1	paired
SRS636117	GTEX.139UC.0011.R9a.SM.5K7W7.1	paired
SRS637033	GTEX.139UC.3126.SM.5J1OY.1	paired
SRS625561	GTEX.13CF2.0011.R7b.SM.5K7UV.1	paired
SRS627726	GTEX.13CIG.0011.R3b.SM.5K7XF.1	paired
SRS648443	GTEX.13CZV.0011.R11b.SM.5N9FN.1	paired
SRS646041	GTEX.13CZV.0011.R4b.SM.5J2NY.1	paired
SRS644067	GTEX.13FHO.0011.R3b.SM.5K7YA.1	paired
SRS649590	GTEX.13FHP.0011.R11b.SM.5LZXP.1	paired
SRS631296	GTEX.13FHP.0011.R6b.SM.5LZY6.1	paired
SRS644028	GTEX.13FHP.2926.SM.5IJG9.1	paired
SRS628409	GTEX.13FLV.0011.R9b.SM.5L3DA.1	paired
SRS645714	GTEX.13FLW.1426.SM.5K7YE.1	paired
SRS630105	GTEX.13FXS.0011.R1a.SM.5K7U6.1	paired
SRS627818	GTEX.13FXS.0011.R7a.SM.5L3FC.1	paired
SRS648386	GTEX.13FXS.3126.SM.5J2NN.1	paired
SRS645928	GTEX.13IVO.0011.R11b.SM.5LZXQ.1	paired
SRS634452	GTEX.13IVO.0011.R3b.SM.5IJBJ.1	paired
SRS646014	GTEX.13IVO.0011.R6b.SM.5K7X9.1	paired
SRS625399	GTEX.13JUV.0011.R1a.SM.5LZY4.1	paired
SRS648490	GTEX.13JUV.0011.R5a.SM.5LZY5.1	paired
SRS629859	GTEX.13JUV.0011.R7b.SM.5LZZG.1	paired
SRS627715	GTEX.13JVG.0011.R10b.SM.5KM2P.1	paired
SRS648843	GTEX.13N1W.0011.R1b.SM.5MR4T.1	paired
SRS650069	GTEX.13N1W.0011.R3a.SM.5MR5E.1	paired
SRS631769	GTEX.13N1W.0011.R5b.SM.5MR5Q.1	paired
SRS644584	GTEX.13N1W.0011.R6a.SM.5MR43.1	paired
SRS625189	GTEX.13N1W.0011.R8a.SM.5MR56.1	paired
SRS639459	GTEX.13N2G.0011.R2a.SM.5MR4Q.1	paired
SRS638559	GTEX.13N2G.0011.R5a.SM.5MR33.1	paired
SRS644653	GTEX.13N2G.0011.R6b.SM.5MR3P.1	paired
SRS639185	GTEX.13N2G.0011.R9b.SM.5MR4E.1	paired
SRS634793	GTEX.13NYB.0011.R1b.SM.5KM4F.1	paired
SRS629712	GTEX.13NYS.0011.R4b.SM.5MR3O.1	paired
SRS644652	GTEX.13NYS.0011.R9b.SM.5MR44.1	paired
SRS636264	GTEX.13NZ8.0011.R1b.SM.5KM3V.1	paired
SRS631758	GTEX.13O1R.0011.R9b.SM.5KM33.1	paired
SRS644217	GTEX.13O3O.0011.R10a.SM.5LUA9.1	paired
SRS639444	GTEX.13O3O.0011.R4b.SM.5KM3F.1	paired
SRS629841	GTEX.13O3O.0011.R5b.SM.5KM44.1	paired
SRS639508	GTEX.13O3O.0011.R7b.SM.5P9GZ.1	paired
SRS637298	GTEX.13O3O.3026.SM.5KM42.1	paired
SRS639196	GTEX.13O3Q.0011.R2b.SM.5KM3K.1	paired
SRS624521	GTEX.13O3Q.0011.R7a.SM.5KM38.1	paired
SRS638066	GTEX.13OVH.0011.R11b.SM.5KM4X.1	paired
SRS644621	GTEX.13OVH.0011.R6b.SM.5LUAX.1	paired
SRS649634	GTEX.13OVJ.0011.R10b.SM.5L3HT.1	paired
SRS625687	GTEX.13OVJ.0011.R1b.SM.5L3I6.1	paired
SRS648468	GTEX.13OVJ.0011.R6b.SM.5L3GH.1	paired
SRS629270	GTEX.13OVJ.0011.R8b.SM.5L3FS.1	paired
SRS630053	GTEX.13OVJ.2726.SM.5IJG6.1	paired
SRS637805	GTEX.13OVL.3026.SM.5IJF1.1	paired
SRS627396	GTEX.13OW5.0011.R8a.SM.5L3GQ.1	paired
SRS638064	GTEX.13OW5.3126.SM.5MR3Y.1	paired
SRS644438	GTEX.13OW6.0011.R10a.SM.5L3HE.1	paired
SRS649684	GTEX.13OW6.0011.R11a.SM.5L3H2.1	paired
SRS649703	GTEX.13OW6.0011.R4a.SM.5O9DX.1	paired
SRS629474	GTEX.13OW7.0011.R11a.SM.5O9DY.1	paired
SRS644396	GTEX.13OW8.0011.R1a.SM.5L3HI.1	paired
SRS625191	GTEX.13OW8.0011.R5b.SM.5L3FQ.1	paired
SRS629287	GTEX.13OW8.2926.SM.5L3FV.1	paired
SRS631772	GTEX.13PL6.0011.R6a.SM.5O9C5.1	paired
SRS631486	GTEX.13PL6.0011.R9b.SM.5O9CH.1	paired
SRS635175	GTEX.13PLJ.0011.R3a.SM.5O9DT.1	paired
SRS625232	GTEX.13PVQ.0011.R3b.SM.5O9D6.1	paired
SRS643957	GTEX.13QIC.0011.R10a.SM.5O9C7.1	paired
SRS643854	GTEX.13QIC.0011.R11b.SM.5O9BU.1	paired
SRS629306	GTEX.13QIC.0011.R1a.SM.5O9CJ.1	paired
SRS644018	GTEX.13QIC.0011.R3a.SM.5P9HT.1	paired
SRS629529	GTEX.13QIC.0011.R4a.SM.5PNX8.1	paired
SRS629601	GTEX.13QIC.0011.R8b.SM.5O9CV.1	paired
SRS636364	GTEX.13QJC.0011.R1b.SM.5S2UU.1	paired
SRS629970	GTEX.13QJC.0011.R2b.SM.5PNUN.1	paired
SRS629499	GTEX.13QJC.0011.R6a.SM.5S2VI.1	paired
SRS638304	GTEX.13QJC.0011.R7b.SM.5PNUM.1	paired
SRS638098	GTEX.13RTJ.0011.R1a.SM.5O9D9.1	paired
SRS634352	GTEX.13RTJ.3126.SM.5S2Q4.1	paired
SRS630092	GTEX.13RTL.0011.R1a.SM.5PNZ8.1	paired
SRS625628	GTEX.13S7M.0011.R11b.SM.5P9HU.1	paired
SRS648249	GTEX.13S7M.0011.R1b.SM.5PNZE.1	paired
SRS630080	GTEX.13S7M.0011.R5b.SM.5P9HS.1	paired
SRS625684	GTEX.13S7M.0011.R6b.SM.5O9D8.1	paired
SRS625715	GTEX.13S7M.0011.R9a.SM.5O9DW.1	paired
SRS629661	GTEX.13SLW.0011.R11a.SM.5SI8Q.1	paired
SRS637275	GTEX.13SLW.0011.R4b.SM.5S2W2.1	paired
SRS644119	GTEX.13SLW.0011.R8b.SM.5SI64.1	paired
SRS631348	GTEX.13SLX.0011.R4a.SM.5O9BJ.1	paired
SRS648666	GTEX.13SLX.0011.R8b.SM.5PNWZ.1	paired
SRS649674	GTEX.13SLX.0011.R9b.SM.5SI6X.1	paired
SRS648570	GTEX.13VXU.0011.R6a.SM.5SI71.1	paired
SRS636078	GTEX.13X6I.0011.R10a.SM.5PNWI.1	paired
SRS639345	GTEX.13X6I.0011.R2b.SM.5PNWQ.1	paired
SRS650177	GTEX.13X6I.0011.R4b.SM.5PNU9.1	paired
SRS629405	GTEX.13X6J.0011.R8b.SM.5PNUA.1	paired
SRS626224	GTEX.13X6K.0011.R10a.SM.5P9JR.1	paired
SRS627774	GTEX.13X6K.0011.R4b.SM.5P9HO.1	paired
SRS637677	GTEX.13X6K.0011.R6a.SM.5P9K6.1	paired
SRS637867	GTEX.13X6K.0011.R7b.SM.5P9K7.1	paired
SRS643989	GTEX.13X6K.0011.R8b.SM.5PNZ4.1	paired
SRS635380	GTEX.13X6K.2826.SM.5O9DS.1	paired
SRS627823	GTEX.13X6K.2926.SM.5Q5D5.1	paired
SRS644129	GTEX.1445S.0011.R2b.SM.5PNUH.1	paired
SRS650184	GTEX.1445S.0011.R4a.SM.5PNWN.1	paired
SRS635148	GTEX.1445S.0011.R8a.SM.5PNWX.1	paired
SRS629632	GTEX.144GL.0011.R1a.SM.5PNZ5.1	paired
SRS648620	GTEX.144GL.3026.SM.5Q5CW.1	paired
SRS625703	GTEX.145LS.0011.R1b.SM.5PNUP.1	paired
SRS646033	GTEX.145LS.0011.R2a.SM.5PNZI.1	paired
SRS639562	GTEX.145LS.0011.R3a.SM.5S2VJ.1	paired
SRS634141	GTEX.145LS.0011.R6b.SM.5PNWL.1	paired
SRS626820	GTEX.145LS.0011.R8b.SM.5PNXA.1	paired
SRS625200	GTEX.145LU.0011.R8b.SM.5PNZG.1	paired
SRS627581	GTEX.145LU.0011.R9b.SM.5SI66.1	paired
SRS649560	GTEX.145MG.3026.SM.5RQJA.1	paired
SRS627877	GTEX.145MH.0011.R6a.SM.5PNZ7.1	paired
SRS627099	GTEX.145MH.0011.R7a.SM.5PNWH.1	paired
SRS633744	GTEX.145MH.2926.SM.5Q5D2.1	paired
SRS624991	GTEX.145MI.0011.R3b.SM.5PNWK.1	paired
SRS625496	GTEX.145MI.0011.R4b.SM.5PNZH.1	paired
SRS644639	GTEX.145MI.0011.R5a.SM.5Q5B4.1	paired
SRS635167	GTEX.145MI.0011.R7b.SM.5Q5AZ.1	paired
SRS645955	GTEX.14753.0011.R10b.SM.5S2WE.1	paired
SRS639434	GTEX.14753.0011.R5a.SM.5S2VW.1	paired
SRS648551	GTEX.147GR.0011.R2b.SM.5S2RQ.1	paired
SRS638384	GTEX.147GR.0011.R7a.SM.5S2RP.1	paired
SRS625003	GTEX.147GR.3026.SM.5S2ML.1	paired
SRS627093	GTEX.14A5I.2926.SM.5Q5CQ.1	paired
SRS625613	GTEX.14ABY.0011.R9a.SM.5PNZK.1	paired
SRS625201	GTEX.14ASI.0011.R10b.SM.5S2VZ.1	paired
SRS625465	GTEX.14ASI.0011.R1b.SM.5S2TY.1	paired
SRS646004	GTEX.14BIL.0011.R9a.SM.5SI7A.1	paired
SRS648481	GTEX.14BIM.3126.SM.5Q5C7.1	paired
SRS629961	GTEX.14BIN.0011.R10a.SM.5S2UA.1	paired
SRS648849	GTEX.14BIN.0011.R7b.SM.5S2RI.1	paired
SRS630100	GTEX.14BIN.0011.R9a.SM.5SI76.1	paired
SRS635315	GTEX.14BIN.3326.SM.5Q5E6.1	paired
SRS648736	GTEX.14E7W.2926.SM.5S2R8.1	paired
SRS333045	GTEX.N7MS.0011.R11A.SM.2HMJS.1	paired
SRS333427	GTEX.N7MS.0011.R2a.SM.2HML6.1	paired
SRS333036	GTEX.N7MS.0011.R3a.SM.2HMKD.1	paired
SRS333604	GTEX.N7MS.0011.R5a.SM.2HMK8.1	paired
SRS333307	GTEX.N7MS.0011.R6a.SM.2HMJ4.1	paired
SRS374935	GTEX.N7MS.0011.R8a.SM.2YUMK.1	paired
SRS333043	GTEX.N7MT.0011.R10A.SM.2I3E1.1	paired
SRS333008	GTEX.N7MT.0011.R11A.SM.2I3DZ.1	paired
SRS333541	GTEX.N7MT.0011.R2a.SM.2I3GI.1	paired
SRS333123	GTEX.N7MT.0011.R3a.SM.2I3GC.1	paired
SRS333429	GTEX.N7MT.0011.R6a.SM.2I3G3.1	paired
SRS333577	GTEX.N7MT.0011.R7a.SM.2I3FZ.1	paired
SRS635161	GTEX.N7MT.1126.SM.5SI7V.1	paired
SRS377738	GTEX.N7MT.1226.SM.26GMC.1	paired
SRS377766	GTEX.N7MT.1226.SM.26GMT.1	paired
SRS374911	GTEX.N7MT.1226.SM.2TC6K.1	paired
SRS333405	GTEX.NL3H.0011.R11A.SM.2I3E6.1	paired
SRS333382	GTEX.NL3H.0011.R2a.SM.2I3GG.1	paired
SRS333087	GTEX.NL3H.0011.R3a.SM.2I3GL.1	paired
SRS333380	GTEX.NL3H.0011.R4a.SM.2I3GK.1	paired
SRS333055	GTEX.NL3H.0011.R6a.SM.2I3G8.1	paired
SRS636254	GTEX.NL3H.0011.R8a.SM.5S2VF.1	paired
SRS333545	GTEX.NL4W.0011.R8a.SM.2I3G4.1	paired
SRS333098	GTEX.NL4W.0011.R9a.SM.2I3G1.1	paired
SRS332951	GTEX.NPJ7.0011.R5a.SM.2I5GY.1	paired
SRS333472	GTEX.NPJ7.0011.R6a.SM.2I3G7.1	paired
SRS374720	GTEX.NPJ7.0011.R9a.SM.2TC5R.1	paired
SRS333250	GTEX.NPJ8.0011.R1a.SM.2HMLC.1	paired
SRS374728	GTEX.NPJ8.0011.R2a.SM.2TC6M.1	paired
SRS332930	GTEX.NPJ8.0011.R4a.SM.2HML3.1	paired
SRS333367	GTEX.NPJ8.2626.SM.2D7W2.1	paired
SRS627444	GTEX.OHPN.0011.R10A.SM.5S2U3.1	paired
SRS333468	GTEX.OHPN.0011.R1A.SM.2I5GB.1	paired
SRS333059	GTEX.OHPN.0011.R3A.SM.2I5FC.1	paired
SRS333243	GTEX.OHPN.0011.R4A.SM.2I5FD.1	paired
SRS333422	GTEX.OHPN.0011.R5A.SM.2I5FF.1	paired
SRS332962	GTEX.OHPN.0011.R7A.SM.2I5FI.1	single
SRS333402	GTEX.OHPN.0011.R8A.SM.2I5FJ.1	paired
SRS408705	GTEX.OHPN.0011.R8A.SM.33HBT.1	paired
SRS374701	GTEX.OHPN.0011.R9A.SM.2YUMN.1	paired
SRS333121	GTEX.P44G.0011.R11A.SM.2I3FD.1	paired
SRS333022	GTEX.P44G.0011.R3A.SM.2I3FC.1	paired
SRS333625	GTEX.P44G.0011.R4A.SM.2I3FB.1	paired
SRS389880	GTEX.P44G.0011.R6A.SM.2XCD3.1	paired
SRS333110	GTEX.PWO3.0011.R1A.SM.2I5EW.1	paired
SRS374971	GTEX.PWO3.0011.R2A.SM.2S1OX.1	paired
SRS333207	GTEX.PWO3.0011.R3A.SM.2I5EX.1	paired
SRS333191	GTEX.PWO3.0011.R5A.SM.2I5EZ.1	single
SRS333584	GTEX.PWO3.0011.R6A.SM.2I5F3.1	paired
SRS333557	GTEX.PWO3.1026.SM.2I5F2.1	paired
SRS333277	GTEX.Q2AG.0011.R11A.SM.2HMKZ.1	paired
SRS333162	GTEX.Q2AG.0011.R2A.SM.2HMIT.1	paired
SRS333291	GTEX.Q2AG.0011.R3A.SM.2HMJ9.1	paired
SRS332942	GTEX.Q2AG.0011.R4A.SM.2HMKA.1	paired
SRS332955	GTEX.Q2AG.0011.R6A.SM.2HML7.1	paired
SRS332997	GTEX.Q2AG.0011.R7A.SM.2HMJP.1	paired
SRS333379	GTEX.Q2AG.2926.SM.2HMJ3.1	paired
SRS389795	GTEX.QDT8.0011.R11A.SM.32PKD.1	paired
SRS389760	GTEX.QDT8.0011.R2A.SM.32PKQ.1	paired
SRS389596	GTEX.QDT8.0011.R3A.SM.32PKR.1	paired
SRS389818	GTEX.QDT8.0011.R6A.SM.32PKI.1	paired
SRS389646	GTEX.QDT8.0011.R7A.SM.32PKF.1	paired
SRS649657	GTEX.QDT8.0011.R9A.SM.5SI8J.1	paired
SRS390015	GTEX.QDT8.2926.SM.32PKC.1	paired
SRS389062	GTEX.QDT8.3026.SM.32PKB.1	paired
SRS374904	GTEX.QVJO.0011.R1A.SM.2S1QI.1	paired
SRS374951	GTEX.QVJO.0011.R4A.SM.2S1QL.1	paired
SRS374715	GTEX.QVJO.0011.R5A.SM.2S1QM.1	paired
SRS524697	GTEX.QVJO.0011.R8A.SM.447C7.1	paired
SRS374717	GTEX.QVJO.0011.R9A.SM.2S1QH.1	paired
SRS374737	GTEX.QVJO.1426.SM.2S1QY.1	paired
SRS389103	GTEX.QVUS.0011.R10A.SM.3GIK3.1	paired
SRS389856	GTEX.QVUS.0011.R1A.SM.3GAD2.1	paired
SRS389040	GTEX.QVUS.0011.R3A.SM.3GAFD.1	paired
SRS389135	GTEX.QVUS.0011.R6A.SM.3GACX.1	paired
SRS389928	GTEX.QVUS.0011.R8A.SM.3GAD7.1	paired
SRS374825	GTEX.R55E.0011.R4A.SM.2TC5H.1	paired
SRS374777	GTEX.R55E.0011.R5A.SM.2TC5N.1	paired
SRS374868	GTEX.R55E.0011.R7A.SM.2TC5Z.1	paired
SRS374788	GTEX.R55E.0011.R9A.SM.2TC6C.1	paired
SRS374836	GTEX.R55F.0011.R8A.SM.2TF4F.1	paired
SRS374905	GTEX.R55F.1326.SM.2TF5F.1	paired
SRS374843	GTEX.RNOR.0011.R3A.SM.2TF5J.1	paired
SRS389086	GTEX.RNOR.0011.R4A.SM.3GAD3.1	paired
SRS374768	GTEX.RNOR.0011.R5A.SM.2TF4J.1	paired
SRS374907	GTEX.RNOR.2326.SM.2TF4I.1	paired
SRS374705	GTEX.RU72.0011.R10A.SM.2TF6D.1	paired
SRS374712	GTEX.RU72.0011.R2A.SM.2TF6O.1	paired
SRS374821	GTEX.RU72.0011.R8A.SM.2TF61.1	paired
SRS374906	GTEX.RU72.2926.SM.2TF66.1	paired
SRS389933	GTEX.RVPU.0011.R3A.SM.2XCAE.1	paired
SRS629864	GTEX.RVPU.0011.R4A.SM.5SI8K.1	paired
SRS389595	GTEX.RVPU.0011.R5A.SM.2XCAD.1	paired
SRS374771	GTEX.RVPU.0011.R8A.SM.2TF74.1	paired
SRS408881	GTEX.RVPU.0011.R9A.SM.3NM8E.1	paired
SRS389800	GTEX.S7SE.0011.R10A.SM.2XCDF.1	paired
SRS389636	GTEX.S7SE.0011.R1A.SM.2XCDE.1	paired
SRS389935	GTEX.S7SE.0011.R2A.SM.2XCDC.1	paired
SRS389848	GTEX.S7SE.0011.R8A.SM.2XCDG.1	paired
SRS389773	GTEX.T2IS.0011.R2A.SM.32QPF.1	paired
SRS389518	GTEX.T2IS.0011.R6A.SM.32QP2.1	paired
SRS389758	GTEX.T2IS.3026.SM.32QPM.1	paired
SRS1036278	GTEX.T5JC.0011.R10A.SM.5S2TK.1	paired
SRS408355	GTEX.T5JC.2426.SM.3NMDB.1	paired
SRS389539	GTEX.T6MN.0011.R2A.SM.32QOW.1	paired
SRS389778	GTEX.T6MN.0011.R8A.SM.32QP3.1	paired
SRS389893	GTEX.T6MN.0011.R9A.SM.32QOZ.1	paired
SRS389544	GTEX.TSE9.0011.R10A.SM.3DB7O.1	paired
SRS389975	GTEX.TSE9.0011.R5A.SM.3DB7J.1	paired
SRS389616	GTEX.TSE9.0011.R8A.SM.3DB7R.1	paired
SRS389824	GTEX.TSE9.3026.SM.3DB76.1	paired
SRS389922	GTEX.UTHO.0011.R2A.SM.3GIKC.1	paired
SRS389787	GTEX.UTHO.0011.R3A.SM.3GIK8.1	paired
SRS408851	GTEX.UTHO.2926.SM.3P5Z9.1	paired
SRS408851	GTEX.UTHO.2926.SM.3P5Z9.2	paired
SRS408851	GTEX.UTHO.2926.SM.3P5Z9.3	paired
SRS408664	GTEX.WHSE.0011.R1A.SM.3P5ZK.1	paired
SRS408664	GTEX.WHSE.0011.R1A.SM.3P5ZK.2	paired
SRS408664	GTEX.WHSE.0011.R1A.SM.3P5ZK.3	paired
SRS408695	GTEX.WHSE.0011.R7A.SM.3P5YZ.1	paired
SRS408695	GTEX.WHSE.0011.R7A.SM.3P5YZ.2	paired
SRS408695	GTEX.WHSE.0011.R7A.SM.3P5YZ.3	paired
SRS408658	GTEX.WL46.0011.R7A.SM.3LK7X.1	paired
SRS408678	GTEX.WL46.0011.R9A.SM.3MJFP.1	paired
SRS408637	GTEX.WL46.2826.SM.3LK81.1	paired
SRS408492	GTEX.WVLH.0011.R10A.SM.3MJFM.1	paired
SRS634360	GTEX.WVLH.0011.R1A.SM.4MVOK.1	paired
SRS408712	GTEX.WVLH.0011.R5A.SM.3MJFW.1	paired
SRS408915	GTEX.WWYW.0011.R11A.SM.3NB38.1	paired
SRS408666	GTEX.WWYW.0011.R1A.SM.3TW8G.1	paired
SRS408756	GTEX.WWYW.0011.R7A.SM.3NB3H.1	paired
SRS408837	GTEX.WWYW.0011.R8A.SM.3NB3S.1	paired
SRS408281	GTEX.WWYW.3126.SM.3NB39.1	paired
SRS524900	GTEX.WZTO.0011.R10B.SM.4E3KB.1	paired
SRS524290	GTEX.WZTO.0011.R6B.SM.4E3J6.1	paired
SRS408827	GTEX.WZTO.2926.SM.3NM9I.1	paired
SRS649619	GTEX.X4EP.0011.R10B.SM.4QASJ.1	paired
SRS644428	GTEX.X4EP.0011.R11B.SM.4QASK.1	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.1	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.2	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.3	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.1	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.2	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.3	paired
SRS408660	GTEX.X4EP.0011.R3A.SM.3P626.1	paired
SRS408781	GTEX.X4EP.0011.R4B.SM.3P627.1	paired
SRS629969	GTEX.X4EP.0011.R7B.SM.4PQZW.1	paired
SRS644670	GTEX.X4EP.0011.R8B.SM.4QASL.1	paired
SRS631483	GTEX.X4EP.0011.R9B.SM.4QASI.1	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.1	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.2	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.3	paired
SRS524927	GTEX.X4XX.0011.R10B.SM.46MWO.1	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.1	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.2	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.3	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.1	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.2	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.3	paired
SRS526002	GTEX.X4XX.0011.R4B.SM.46MWL.1	paired
SRS524973	GTEX.X4XX.0011.R5A.SM.46MWN.1	paired
SRS524517	GTEX.X4XX.0011.R6B.SM.46MWP.1	paired
SRS526135	GTEX.X4XX.0011.R7A.SM.46MWR.1	paired
SRS524725	GTEX.X4XX.0011.R8B.SM.46MWM.1	paired
SRS524577	GTEX.X4XY.0011.R10B.SM.46MWS.1	paired
SRS525086	GTEX.X585.0011.R1B.SM.46MVE.1	paired
SRS524993	GTEX.X585.0011.R6A.SM.46MVJ.1	paired
SRS526615	GTEX.XLM4.0011.R3B.SM.4AT6E.1	paired
SRS524589	GTEX.XLM4.0011.R4B.SM.4AT5C.1	paired
SRS524478	GTEX.XOTO.0011.R5A.SM.4B657.1	paired
SRS648222	GTEX.Y8DK.0011.R5B.SM.4RTW6.1	paired
SRS645847	GTEX.YFC4.0011.R2a.SM.4V6DZ.1	paired
SRS648240	GTEX.YFC4.0011.R7b.SM.4V6E2.1	paired
SRS625706	GTEX.YFC4.0011.R9a.SM.4SOK4.1	paired
SRS648372	GTEX.YFC4.3126.SM.5PNV6.1	paired
SRS650139	GTEX.YJ89.0011.R2b.SM.4RGLT.1	paired
