sample_accession	run_accession	setup
SRS636360	GTEX.13OW5.0326.SM.5L3HK.1	paired
SRS639213	GTEX.13QBU.2426.SM.5LU4L.1	paired
SRS631786	GTEX.145MH.0326.SM.5LU8H.1	paired
SRS634125	GTEX.14ASI.0526.SM.5QGQP.1	paired
SRS374769	GTEX.N7MS.0426.SM.2YUN6.1	paired
SRS333537	GTEX.OHPL.1626.SM.2HMIR.1	paired
SRS374899	GTEX.P4QT.1626.SM.2S1NP.1	paired
SRS374749	GTEX.PLZ4.0926.SM.2S1OI.1	paired
SRS374732	GTEX.PLZ6.1526.SM.2S1OC.1	paired
SRS389371	GTEX.QDT8.0526.SM.32PL5.1	paired
SRS374725	GTEX.QV44.2026.SM.2S1RD.1	paired
SRS374898	GTEX.RM2N.1626.SM.2TF5N.1	paired
SRS374692	GTEX.RTLS.0526.SM.2TF64.1	paired
SRS389889	GTEX.S4UY.0526.SM.3K2AN.1	paired
SRS389911	GTEX.T6MN.0526.SM.32PMS.1	paired
SRS408385	GTEX.WYVS.2326.SM.3NMAI.1	paired
SRS408235	GTEX.X4EO.0526.SM.3P5Z3.1	paired
SRS408235	GTEX.X4EO.0526.SM.3P5Z3.2	paired
SRS408235	GTEX.X4EO.0526.SM.3P5Z3.3	paired
SRS526141	GTEX.XGQ4.2326.SM.4AT53.1	paired
SRS648862	GTEX.ZA64.2026.SM.5PNXT.1	paired
SRS638314	GTEX.ZF28.0526.SM.4WKGW.1	paired
SRS638175	GTEX.ZQG8.1226.SM.51MRX.1	paired
SRS634101	GTEX.ZV68.0526.SM.59HKI.1	paired
SRS645755	GTEX.11DXW.0426.SM.5H12E.1	paired
SRS644771	GTEX.11EQ9.2326.SM.5HL5H.1	paired
SRS645797	GTEX.11P81.2626.SM.5GU6T.1	paired
SRS646060	GTEX.12126.0626.SM.5Q5AQ.1	paired
SRS644036	GTEX.12WSB.0426.SM.5BC6H.1	paired
SRS627140	GTEX.12WSG.2726.SM.5EQ5M.1	paired
SRS627436	GTEX.12ZZY.0426.SM.5LZW3.1	paired
SRS639421	GTEX.131XH.2526.SM.5GCND.1	paired
SRS625611	GTEX.131YS.0326.SM.5PNYW.1	paired
SRS629958	GTEX.13JVG.0526.SM.5IJBN.1	paired
SRS648144	GTEX.13S7M.0426.SM.5S2US.1	paired
SRS645916	GTEX.13SLX.0126.SM.5S2MM.1	paired
SRS629664	GTEX.14BIM.0426.SM.5SI9N.1	paired
SRS374713	GTEX.NPJ8.1726.SM.2YUNB.1	paired
SRS389364	GTEX.PVOW.0626.SM.2XCF6.1	paired
SRS526059	GTEX.PWCY.2126.SM.48TEC.1	paired
SRS374880	GTEX.QCQG.2026.SM.2S1PH.1	paired
SRS389535	GTEX.QDT8.0326.SM.32PL1.1	paired
SRS375005	GTEX.QLQW.1426.SM.2S1QU.1	paired
SRS374981	GTEX.R55E.0426.SM.2TC65.1	paired
SRS374910	GTEX.REY6.0626.SM.2TF4G.1	paired
SRS389913	GTEX.S4Z8.1926.SM.3K2AR.1	paired
SRS389852	GTEX.S95S.1526.SM.2XCDH.1	paired
SRS389022	GTEX.T6MO.2026.SM.33HB4.1	paired
SRS408372	GTEX.WYVS.2426.SM.3NMA9.1	paired
SRS524506	GTEX.XPT6.2126.SM.4B66P.1	paired
SRS639360	GTEX.Y114.2626.SM.4TT8Y.1	paired
SRS643953	GTEX.Y5V5.2626.SM.5IFJM.1	paired
SRS648647	GTEX.ZYT6.1426.SM.5E43U.1	paired
SRS634857	GTEX.ZYWO.2726.SM.5NQ6N.1	paired
SRS629939	GTEX.11XUK.1626.SM.5GU5O.1	paired
SRS629577	GTEX.1399S.2126.SM.5J2MH.1	paired
SRS526621	GTEX.XUW1.0126.SM.4BOOQ.1	paired
SRS631481	GTEX.ZLWG.0926.SM.4WWC3.1	paired
SRS625420	GTEX.11LCK.0226.SM.5A5M6.1	paired
SRS626215	GTEX.11VI4.0426.SM.5EGHZ.1	paired
SRS627074	GTEX.1211K.1126.SM.5EGGB.1	paired
SRS649761	GTEX.131XG.1426.SM.5GCMO.1	paired
SRS648629	GTEX.13N11.0226.SM.5KM3C.1	paired
SRS625733	GTEX.13O61.2126.SM.5IJEO.1	paired
SRS625463	GTEX.13VXT.1226.SM.5LU3M.1	paired
SRS639297	GTEX.144GN.0826.SM.5LU5G.1	paired
SRS639318	GTEX.146FR.0126.SM.5Q5F3.1	paired
SRS631402	GTEX.14AS3.0326.SM.5Q5DB.1	paired
SRS408172	GTEX.OOBJ.1026.SM.3NB2L.1	paired
SRS408929	GTEX.P4PP.1026.SM.3NM9O.1	paired
SRS524804	GTEX.QEL4.1326.SM.447AD.1	paired
SRS625650	GTEX.QV44.0426.SM.4R1KF.1	paired
SRS1036280	GTEX.S32W.0826.SM.5S2SI.1	paired
SRS525141	GTEX.S33H.1226.SM.4AD69.1	paired
SRS524474	GTEX.S4P3.0626.SM.4AD59.1	paired
SRS525336	GTEX.SUCS.1426.SM.4DM5W.1	paired
SRS524467	GTEX.T5JW.0226.SM.4DM7I.1	paired
SRS525257	GTEX.TKQ2.0426.SM.4DXUO.1	paired
SRS1036274	GTEX.WFON.0626.SM.5S2SX.1	paired
SRS631277	GTEX.WXYG.0826.SM.4ONC7.1	paired
SRS627829	GTEX.WY7C.1026.SM.4OND3.1	paired
SRS627930	GTEX.XBEW.1626.SM.4SOJP.1	paired
SRS524678	GTEX.XQ8I.1926.SM.4BOOK.1	paired
SRS524280	GTEX.XYKS.1226.SM.4BRVI.1	paired
SRS645875	GTEX.Y5LM.0526.SM.4V6G3.1	paired
SRS645787	GTEX.Y8E4.1326.SM.5IFIY.1	paired
SRS631255	GTEX.YB5K.1826.SM.5IFJC.1	paired
SRS644673	GTEX.ZDTT.1126.SM.4WKFW.1	paired
SRS631314	GTEX.1128S.2626.SM.5H11Z.1	paired
SRS650156	GTEX.117YW.2826.SM.5H116.1	paired
SRS629767	GTEX.1192W.3026.SM.5GZZV.1	paired
SRS623893	GTEX.11DXW.1226.SM.5H133.1	paired
SRS645872	GTEX.11DXY.3026.SM.5N9CB.1	paired
SRS645739	GTEX.11ZVC.3226.SM.5FQV1.1	paired
SRS636345	GTEX.1269C.3226.SM.5EGKT.1	paired
SRS649567	GTEX.12WSC.3126.SM.5GCNB.1	paired
SRS639244	GTEX.12WSM.2226.SM.5DUVS.1	paired
SRS648547	GTEX.12ZZX.3026.SM.5GCP3.1	paired
SRS630057	GTEX.131XW.3226.SM.5LZUO.1	paired
SRS638135	GTEX.139TT.2726.SM.5IJFM.1	paired
SRS644629	GTEX.13FHP.3126.SM.5KLYX.1	paired
SRS643832	GTEX.13IVO.3026.SM.5J2M2.1	paired
SRS628401	GTEX.13JUV.2626.SM.5N9EB.1	paired
SRS629513	GTEX.13OVH.3126.SM.5MR4Z.1	paired
SRS628353	GTEX.13OW8.3026.SM.5L3G8.1	paired
SRS650114	GTEX.13PLJ.1726.SM.5L3FT.1	paired
SRS639197	GTEX.13SLX.3026.SM.5RQJU.1	paired
SRS649453	GTEX.13X6J.3126.SM.5Q5EJ.1	paired
SRS626270	GTEX.1477Z.2826.SM.5SI9J.1	paired
SRS408921	GTEX.N7MT.1026.SM.3TW8T.1	paired
SRS408134	GTEX.NPJ7.2926.SM.3MJGQ.1	paired
SRS389772	GTEX.P44H.2626.SM.2XCET.1	paired
SRS524810	GTEX.R55E.2726.SM.48FCX.1	paired
SRS526012	GTEX.RU72.3126.SM.46MUB.1	paired
SRS524590	GTEX.TSE9.3126.SM.4DXSY.1	paired
SRS408548	GTEX.X4EP.3226.SM.3P5YR.1	paired
SRS408548	GTEX.X4EP.3226.SM.3P5YR.2	paired
SRS408548	GTEX.X4EP.3226.SM.3P5YR.3	paired
SRS643902	GTEX.ZYY3.3226.SM.5SI9X.1	paired
SRS629934	GTEX.117YW.1426.SM.5EGGO.1	paired
SRS636344	GTEX.148VJ.1826.SM.5Q5DV.1	paired
SRS631341	GTEX.14BMV.2326.SM.5RQJ4.1	paired
SRS646043	GTEX.YFCO.1626.SM.4W1Z3.1	paired
SRS644070	GTEX.ZYFD.2526.SM.5E45L.1	paired
SRS638182	GTEX.1117F.3026.SM.5GZYU.1	paired
SRS627113	GTEX.111FC.2926.SM.5GZY7.1	paired
SRS625010	GTEX.11EMC.2526.SM.5PNVU.1	paired
SRS643836	GTEX.11P81.2026.SM.5P9GT.1	paired
SRS648557	GTEX.11P82.0926.SM.5986X.1	paired
SRS644763	GTEX.11ZTS.3026.SM.5EQM7.1	paired
SRS627839	GTEX.11ZTT.2226.SM.5CVLP.1	paired
SRS635176	GTEX.12WSM.1826.SM.5BC64.1	paired
SRS636151	GTEX.12WSN.2226.SM.5DUXT.1	paired
SRS629580	GTEX.13111.2326.SM.5LZUQ.1	paired
SRS627763	GTEX.1314G.2026.SM.5LZUM.1	paired
SRS648334	GTEX.13JVG.2926.SM.5J2N9.1	paired
SRS625400	GTEX.13NYB.2426.SM.5IFF4.1	paired
SRS644657	GTEX.13OVI.2326.SM.5KM47.1	paired
SRS636062	GTEX.13QBU.2126.SM.5KLZN.1	paired
SRS646066	GTEX.13QJC.2326.SM.5Q5CD.1	paired
SRS643831	GTEX.13VXT.1726.SM.5IFF5.1	paired
SRS636338	GTEX.146FR.1226.SM.5SIA7.1	paired
SRS634131	GTEX.WYVS.2026.SM.4RGNS.1	paired
SRS649573	GTEX.X3Y1.1926.SM.4PQZO.1	paired
SRS524620	GTEX.X5EB.1726.SM.4E3J7.1	paired
SRS524723	GTEX.XGQ4.2626.SM.4AT6B.1	paired
SRS526081	GTEX.XMK1.2626.SM.4B65R.1	paired
SRS526571	GTEX.XV7Q.2426.SM.4BRV8.1	paired
SRS639307	GTEX.Y3I4.1926.SM.4TT8L.1	paired
SRS648676	GTEX.ZAB5.2326.SM.5IJFR.1	paired
SRS644547	GTEX.ZE7O.2926.SM.51MSG.1	paired
SRS627066	GTEX.ZP4G.1926.SM.57WDZ.1	paired
SRS626177	GTEX.ZQG8.2126.SM.4YCF1.1	paired
SRS643995	GTEX.ZXG5.2826.SM.5NQ8T.1	paired
SRS639170	GTEX.1128S.0008.SM.5Q5DP.1	paired
SRS623927	GTEX.11DXY.0126.SM.5H11Q.1	paired
SRS625734	GTEX.11NSD.2226.SM.5986V.1	paired
SRS648169	GTEX.11NUK.0008.SM.5Q5B9.1	paired
SRS625443	GTEX.11OF3.0008.SM.5S2NH.1	paired
SRS625381	GTEX.11TT1.1826.SM.5EQLV.1	paired
SRS644126	GTEX.11TUW.0008.SM.5SI6S.1	paired
SRS625333	GTEX.11TUW.0626.SM.5LU9M.1	paired
SRS627210	GTEX.11XUK.2026.SM.5EQLF.1	paired
SRS629518	GTEX.11ZTT.2126.SM.5CVLO.1	paired
SRS627198	GTEX.12WSB.0126.SM.59HJN.1	paired
SRS637630	GTEX.12WSC.2826.SM.5BC5Y.1	paired
SRS644486	GTEX.12WSD.0626.SM.5GCMW.1	paired
SRS629853	GTEX.12WSM.0008.SM.5S2VD.1	paired
SRS646080	GTEX.12ZZZ.0726.SM.5GCNZ.1	paired
SRS631293	GTEX.1313W.0626.SM.5EQ4H.1	paired
SRS645704	GTEX.1314G.1326.SM.5BC6E.1	paired
SRS633740	GTEX.131XW.0626.SM.5PNVD.1	paired
SRS649753	GTEX.139T8.0126.SM.5K7XZ.1	paired
SRS638174	GTEX.13FTX.1826.SM.5J1NX.1	paired
SRS636058	GTEX.13FTY.2126.SM.5IFFB.1	paired
SRS626193	GTEX.13N2G.2626.SM.5J1OT.1	paired
SRS629427	GTEX.13NZ9.2626.SM.5L3FK.1	paired
SRS635276	GTEX.13O3Q.2426.SM.5IJBR.1	paired
SRS629834	GTEX.13OW8.1326.SM.5J1OW.1	paired
SRS627879	GTEX.13PL6.1126.SM.5L3IE.1	paired
SRS643925	GTEX.13X6K.0626.SM.5LU5D.1	paired
SRS648294	GTEX.144GL.0626.SM.5LU4D.1	paired
SRS627446	GTEX.144GO.2026.SM.5O99P.1	paired
SRS644580	GTEX.146FQ.2126.SM.5RQHU.1	paired
SRS625351	GTEX.147F3.0526.SM.5SI98.1	paired
SRS629896	GTEX.14AS3.1526.SM.5Q5ED.1	paired
SRS635405	GTEX.14BMV.0126.SM.5S2PO.1	paired
SRS333383	GTEX.NFK9.0226.SM.2HMKQ.1	paired
SRS524645	GTEX.NL3G.0008.SM.4E3JX.1	paired
SRS524389	GTEX.O5YW.0008.SM.4E3IE.1	paired
SRS524477	GTEX.OHPM.0008.SM.4E3IP.1	paired
SRS333393	GTEX.OIZG.0726.SM.2I5GS.1	paired
SRS524543	GTEX.P4PP.0008.SM.48TDV.1	paired
SRS374727	GTEX.P4QR.0326.SM.2S1NU.1	paired
SRS374989	GTEX.PLZ4.0126.SM.2S1OG.1	paired
SRS525992	GTEX.PLZ6.0008.SM.48TD5.1	paired
SRS524511	GTEX.PWN1.0008.SM.48TEA.1	paired
SRS525337	GTEX.Q2AI.0008.SM.48U2H.1	paired
SRS525164	GTEX.Q734.0008.SM.48U2I.1	paired
SRS374729	GTEX.QEG4.0226.SM.2S1PY.1	paired
SRS374924	GTEX.QLQ7.1626.SM.2S1R8.1	paired
SRS374998	GTEX.R55G.2526.SM.2TC6D.1	paired
SRS526682	GTEX.RM2N.0008.SM.48FF3.1	paired
SRS374688	GTEX.RU72.0926.SM.2TF6B.1	paired
SRS526249	GTEX.S33H.0008.SM.4AD6C.1	paired
SRS390022	GTEX.S3XE.1726.SM.3K2AM.1	paired
SRS524247	GTEX.S7PM.0126.SM.4AD6S.1	paired
SRS389531	GTEX.SIU7.1726.SM.2XCDZ.1	paired
SRS524366	GTEX.SN8G.0008.SM.4DM4X.1	paired
SRS526097	GTEX.U3ZH.0008.SM.4DXT2.1	paired
SRS524713	GTEX.U3ZN.0008.SM.4DXTL.1	paired
SRS524873	GTEX.UJMC.0008.SM.4IHKK.1	paired
SRS389618	GTEX.VJWN.0126.SM.3GIK7.1	paired
SRS389597	GTEX.WFG8.2126.SM.3GIKQ.1	paired
SRS408873	GTEX.WHPG.2626.SM.3NMBR.1	paired
SRS625709	GTEX.WRHK.0008.SM.4MVPA.1	paired
SRS629741	GTEX.WXYG.0008.SM.4ONDU.1	paired
SRS524429	GTEX.WXYG.2026.SM.4E3IY.1	paired
SRS637875	GTEX.WYVS.0008.SM.4ONDY.1	paired
SRS408577	GTEX.X4EO.0326.SM.3P5YO.1	paired
SRS408577	GTEX.X4EO.0326.SM.3P5YO.2	paired
SRS408577	GTEX.X4EO.0326.SM.3P5YO.3	paired
SRS648532	GTEX.X4LF.0008.SM.4QAST.1	paired
SRS525027	GTEX.X8HC.0126.SM.4E3JW.1	paired
SRS524527	GTEX.X8HC.0626.SM.4E3HQ.1	paired
SRS649604	GTEX.XBEC.0726.SM.4QARZ.1	paired
SRS524225	GTEX.XK95.0008.SM.4AT5G.1	paired
SRS524470	GTEX.XQ3S.1426.SM.4BOPR.1	paired
SRS524504	GTEX.XUJ4.0008.SM.4BOQI.1	paired
SRS526027	GTEX.XV7Q.1826.SM.4BRUV.1	paired
SRS639257	GTEX.Y114.2426.SM.4TT8A.1	paired
SRS648737	GTEX.Y9LG.1126.SM.4VBQ7.1	paired
SRS648389	GTEX.ZAJG.1526.SM.5CVML.1	paired
SRS650081	GTEX.ZAK1.0126.SM.5IJD3.1	paired
SRS629657	GTEX.ZAK1.0626.SM.5HL8E.1	paired
SRS627094	GTEX.ZEX8.2426.SM.4WKG4.1	paired
SRS627156	GTEX.ZF29.0926.SM.4WKFZ.1	paired
SRS634307	GTEX.ZPIC.0008.SM.4E3JF.1	paired
SRS644631	GTEX.ZTPG.0326.SM.5O9AX.1	paired
SRS645824	GTEX.ZV68.0008.SM.4YCCV.1	paired
SRS627440	GTEX.ZV68.0126.SM.59HKS.1	paired
SRS643923	GTEX.ZV7C.0008.SM.57WCL.1	paired
SRS636571	GTEX.ZVE1.0008.SM.51MS9.1	paired
SRS648677	GTEX.ZXES.0008.SM.57WCX.1	paired
SRS638235	GTEX.ZZPU.0826.SM.5GZX5.1	paired
SRS626254	GTEX.1192X.2526.SM.59868.1	paired
SRS635321	GTEX.11NSD.1726.SM.5N9C3.1	paired
SRS650122	GTEX.11TUW.1926.SM.5BC58.1	paired
SRS644442	GTEX.11WQK.2326.SM.5GU4Z.1	paired
SRS625591	GTEX.12BJ1.1926.SM.5HL9Z.1	paired
SRS649727	GTEX.12WSK.1526.SM.5CVNO.1	paired
SRS638206	GTEX.13NYB.1826.SM.5J1N3.1	paired
SRS627731	GTEX.13PL7.2626.SM.5IFH4.1	paired
SRS628418	GTEX.13RTK.0826.SM.5Q5C6.1	paired
SRS628431	GTEX.13W3W.2026.SM.5K7UL.1	paired
SRS627044	GTEX.145ME.0926.SM.5O9AR.1	paired
SRS525970	GTEX.VUSG.1726.SM.4KKZL.1	paired
SRS525189	GTEX.WEY5.1526.SM.4LMJF.1	paired
SRS525207	GTEX.WFJO.0926.SM.4LVM2.1	paired
SRS644402	GTEX.WYJK.1526.SM.4ONCW.1	paired
SRS524516	GTEX.XGQ4.1326.SM.4GIDU.1	paired
SRS526545	GTEX.XUZC.1426.SM.4BRV3.1	paired
SRS637742	GTEX.Y114.1426.SM.4TT6W.1	paired
SRS629500	GTEX.Y3IK.1726.SM.4YCCR.1	paired
SRS644636	GTEX.Y5LM.1626.SM.4VDTB.1	paired
SRS629883	GTEX.YF7O.1826.SM.5IFIU.1	paired
SRS629619	GTEX.Z9EW.0926.SM.5CVMM.1	paired
SRS644431	GTEX.ZC5H.2326.SM.4WAYT.1	paired
SRS631273	GTEX.ZF29.1626.SM.4WKFJ.1	paired
SRS645907	GTEX.ZF2S.1726.SM.57WFT.1	paired
SRS645803	GTEX.ZLV1.1126.SM.4WWBW.1	paired
SRS644178	GTEX.ZQUD.0926.SM.57WE3.1	paired
SRS644777	GTEX.ZYFG.2026.SM.5E43Y.1	paired
SRS644085	GTEX.ZZ64.0526.SM.5GZXM.1	paired
SRS623994	GTEX.1122O.0526.SM.5N9DM.1	paired
SRS626808	GTEX.117YX.2126.SM.5GIEL.1	paired
SRS649654	GTEX.11P81.1326.SM.5GU5S.1	paired
SRS644457	GTEX.1211K.0426.SM.5FQTP.1	paired
SRS648517	GTEX.12WSD.1726.SM.5GCN4.1	paired
SRS628417	GTEX.12WSG.0926.SM.5EGIH.1	paired
SRS627516	GTEX.13PL7.1126.SM.5MR5O.1	paired
SRS650170	GTEX.13PVR.0326.SM.5RQJY.1	paired
SRS629893	GTEX.144GN.2126.SM.5O99D.1	paired
SRS644408	GTEX.147F3.0126.SM.5NQBJ.1	paired
SRS524440	GTEX.NPJ8.0626.SM.48TBO.1	paired
SRS525133	GTEX.O5YT.0926.SM.48TDG.1	paired
SRS526684	GTEX.P4PP.0926.SM.48TBZ.1	paired
SRS525396	GTEX.PW2O.0126.SM.48TC8.1	paired
SRS525275	GTEX.Q734.0226.SM.48U1A.1	paired
SRS639412	GTEX.QMRM.0226.SM.4R1K7.1	paired
SRS525236	GTEX.R55G.0226.SM.48FEI.1	paired
SRS526662	GTEX.RUSQ.0126.SM.47JWV.1	paired
SRS527991	GTEX.S3XE.0626.SM.4AD6B.1	paired
SRS524910	GTEX.UJHI.0126.SM.4IHLP.1	paired
SRS524679	GTEX.VJYA.0126.SM.4KL1P.1	paired
SRS524468	GTEX.XMK1.0126.SM.4B65F.1	paired
SRS524218	GTEX.XPVG.0626.SM.4B65B.1	paired
SRS639298	GTEX.Y114.0726.SM.4TT6U.1	paired
SRS629460	GTEX.YFCO.0926.SM.5LUA5.1	paired
SRS628354	GTEX.Z9EW.0726.SM.5HL9H.1	paired
SRS637636	GTEX.ZLWG.0426.SM.4WWFA.1	paired
SRS648460	GTEX.ZP4G.0326.SM.4YCEF.1	paired
SRS627303	GTEX.ZTTD.1726.SM.57WEL.1	paired
SRS638253	GTEX.ZVP2.0526.SM.51MSC.1	paired
SRS639151	GTEX.1122O.1926.SM.5EGIQ.1	paired
SRS648595	GTEX.11EI6.2426.SM.5PNVS.1	paired
SRS625461	GTEX.1211K.1426.SM.5FQTF.1	paired
SRS638073	GTEX.12696.1726.SM.5EQLH.1	paired
SRS637813	GTEX.131XF.1226.SM.5HL8V.1	paired
SRS645865	GTEX.139D8.2326.SM.5IFGE.1	paired
SRS624051	GTEX.13N1W.2026.SM.5K7YU.1	paired
SRS644004	GTEX.13O61.1126.SM.5L3FI.1	paired
SRS646013	GTEX.13OVI.1826.SM.5IFFT.1	paired
SRS637817	GTEX.13U4I.2526.SM.5SI8Z.1	paired
SRS408319	GTEX.NFK9.1526.SM.3LK7B.1	paired
SRS408446	GTEX.P78B.1826.SM.3P5YX.1	paired
SRS408446	GTEX.P78B.1826.SM.3P5YX.2	paired
SRS408446	GTEX.P78B.1826.SM.3P5YX.3	paired
SRS524203	GTEX.PWN1.1526.SM.48TDA.1	paired
SRS526094	GTEX.Q734.1026.SM.48U16.1	paired
SRS526157	GTEX.R53T.1226.SM.48FCT.1	paired
SRS526126	GTEX.R55D.1526.SM.48FEJ.1	paired
SRS524398	GTEX.RM2N.0826.SM.48FD3.1	paired
SRS526671	GTEX.RTLS.2626.SM.46MUJ.1	paired
SRS524829	GTEX.RWS6.0926.SM.47JXE.1	paired
SRS524328	GTEX.S4UY.1626.SM.4AD55.1	paired
SRS526546	GTEX.WFJO.1126.SM.4LVLZ.1	paired
SRS627061	GTEX.WY7C.1726.SM.4ONCC.1	paired
SRS645773	GTEX.Y114.1226.SM.4TT88.1	paired
SRS636090	GTEX.Y3I4.1626.SM.4TT7W.1	paired
SRS645784	GTEX.Y5LM.1326.SM.5RQIS.1	paired
SRS626809	GTEX.Y8E4.1526.SM.4WWDI.1	paired
SRS638077	GTEX.YEC3.1426.SM.5PNXW.1	paired
SRS644721	GTEX.ZPIC.2026.SM.57WG3.1	paired
SRS645952	GTEX.ZVP2.1626.SM.5GU5D.1	paired
SRS627884	GTEX.ZY6K.0726.SM.5A5L8.1	paired
SRS634865	GTEX.1192W.2326.SM.5N9BS.1	paired
SRS638271	GTEX.12696.0226.SM.5EGL3.1	paired
SRS634448	GTEX.13NZA.2526.SM.5IJFX.1	paired
SRS637301	GTEX.145LT.0426.SM.5LUAP.1	paired
SRS526608	GTEX.U4B1.1526.SM.4DXSL.1	paired
SRS625313	GTEX.1128S.0126.SM.5H12S.1	paired
SRS628419	GTEX.11OF3.0626.SM.5BC4Y.1	paired
SRS625471	GTEX.13113.0126.SM.5LZVX.1	paired
SRS634570	GTEX.13VXT.0626.SM.5SIA1.1	paired
SRS631250	GTEX.144GM.0226.SM.5Q5CB.1	paired
SRS648687	GTEX.146FQ.0726.SM.5LUA7.1	paired
SRS333555	GTEX.NFK9.0726.SM.2HMJW.1	paired
SRS333050	GTEX.OXRL.2626.SM.2I3F1.1	paired
SRS333415	GTEX.OXRP.0326.SM.2I5ET.1	paired
SRS333314	GTEX.PWOO.0926.SM.2I3EC.1	paired
SRS333298	GTEX.QMRM.0726.SM.2I5G8.1	paired
SRS374975	GTEX.R55G.0726.SM.2TC6J.1	paired
SRS645941	GTEX.RTLS.0626.SM.5SI7Z.1	paired
SRS389883	GTEX.S341.0226.SM.2XCAX.1	paired
SRS648815	GTEX.S7SF.0226.SM.5SI7H.1	paired
SRS389523	GTEX.TKQ1.0126.SM.33HB3.1	paired
SRS627713	GTEX.WFG7.0326.SM.5SI7L.1	paired
SRS408420	GTEX.WI4N.0926.SM.3LK7K.1	paired
SRS408302	GTEX.WY7C.0226.SM.3NB37.1	paired
SRS524819	GTEX.X5EB.0726.SM.46MVR.1	paired
SRS525320	GTEX.X8HC.0726.SM.46MWG.1	paired
SRS524284	GTEX.XBEW.0126.SM.4AT66.1	paired
SRS627519	GTEX.Y5LM.0626.SM.4V6G4.1	paired
SRS636565	GTEX.YB5E.0626.SM.4VDSE.1	paired
SRS636564	GTEX.ZA64.0426.SM.5HL96.1	paired
SRS636243	GTEX.ZAB5.0726.SM.5P9JG.1	paired
SRS638569	GTEX.ZPCL.0126.SM.4WWC8.1	paired
SRS638190	GTEX.ZQG8.0926.SM.57WFF.1	paired
SRS646000	GTEX.ZVP2.0426.SM.57WC2.1	paired
SRS629390	GTEX.ZZPU.1326.SM.5GZWS.1	paired
SRS648444	GTEX.11ZTT.1726.SM.5EQL4.1	paired
SRS408272	GTEX.P78B.2526.SM.3P5ZY.1	paired
SRS408272	GTEX.P78B.2526.SM.3P5ZY.2	paired
SRS408272	GTEX.P78B.2526.SM.3P5ZY.3	paired
SRS524611	GTEX.R55G.1626.SM.48FF4.1	paired
SRS524435	GTEX.TMMY.2226.SM.4DXTN.1	paired
SRS627735	GTEX.12ZZX.1926.SM.5EGKC.1	paired
SRS629487	GTEX.13QIC.1826.SM.5J1MY.1	paired
SRS524874	GTEX.T6MO.1226.SM.4DM5S.1	paired
SRS525178	GTEX.X8HC.2826.SM.46MWJ.1	paired
SRS626978	GTEX.ZXES.0626.SM.5E45P.1	paired
